               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                  14,             0.11825,            0.042115,            0.012083,             0.16949,             0.13936,             0.22119,            0.070652,            0.014973,              0.1166,            0.031907,            0.011672,             0.15346,           0.0034252,           0.0034252,            0.069025
                  15,             0.11795,            0.042657,            0.011168,             0.16455,             0.16687,             0.25147,            0.099014,            0.023205,             0.11286,            0.036778,            0.013185,             0.14983,           0.0036519,           0.0036519,            0.066952
                  16,              0.1183,            0.041169,            0.010036,             0.16028,             0.15845,             0.20729,            0.093783,            0.023067,             0.11949,            0.030143,             0.01119,             0.14885,           0.0038782,           0.0038782,            0.064878
                  17,             0.11699,            0.047154,           0.0096689,             0.15713,             0.11415,             0.25199,            0.061505,            0.014131,             0.11461,            0.040528,            0.014462,              0.1436,           0.0041039,           0.0041039,            0.062804
                  18,             0.11386,            0.046848,           0.0092525,             0.15416,             0.29899,             0.36978,             0.21474,             0.05298,            0.097956,            0.044677,            0.011775,             0.13554,           0.0043291,           0.0043291,            0.060729
                  19,             0.11228,             0.05079,           0.0089467,             0.15055,              0.2698,             0.37029,             0.18112,            0.051168,             0.10471,            0.039354,            0.011135,             0.13261,           0.0045538,           0.0045538,            0.058654
                  20,             0.11293,            0.047638,           0.0084224,             0.14741,              0.3088,             0.25181,             0.18802,            0.052427,             0.11113,            0.036669,            0.010502,             0.12846,           0.0047779,           0.0047779,            0.056578
                  21,             0.11592,            0.048322,           0.0083679,             0.14559,             0.13718,             0.20497,            0.085467,            0.017123,             0.12108,            0.034583,            0.010806,             0.12586,           0.0050014,           0.0050014,            0.054501
                  22,             0.11549,            0.047175,           0.0077378,             0.14238,             0.34751,             0.33328,             0.23968,            0.067874,             0.11508,            0.032588,            0.010656,             0.12417,           0.0052242,           0.0052242,            0.052424
                  23,              0.1155,            0.046236,            0.007585,             0.14026,             0.36004,             0.30041,             0.25019,            0.078812,             0.11353,            0.033723,            0.010853,              0.1193,           0.0054464,           0.0054464,            0.050346
                  24,             0.11575,            0.044224,            0.007361,             0.13666,             0.33076,             0.30118,             0.22223,            0.066217,             0.11939,            0.030071,            0.011725,             0.12204,           0.0056679,           0.0056679,            0.048268
                  25,             0.11775,            0.042074,           0.0071964,             0.13527,              0.1847,              0.2634,             0.12758,            0.031054,             0.11876,             0.03168,            0.013677,             0.13599,           0.0058886,           0.0058886,            0.046189
                  26,             0.11997,            0.039717,           0.0066716,             0.13327,             0.25654,              0.3526,             0.22445,            0.056796,             0.11481,            0.032303,            0.012961,             0.11542,           0.0061086,           0.0061086,            0.044109
                  27,             0.12332,            0.037072,           0.0069759,             0.12988,              0.3463,             0.39576,              0.2493,            0.074202,             0.11618,            0.032565,            0.012353,             0.11072,           0.0063279,           0.0063279,            0.042028
                  28,             0.12313,             0.03603,           0.0063635,             0.12916,            0.036583,             0.13336,            0.024094,           0.0076799,             0.13329,            0.022219,            0.012145,             0.11953,           0.0065463,           0.0065463,            0.039946
                  29,             0.12513,            0.035381,           0.0064263,             0.12901,              0.4736,             0.41613,             0.35033,             0.12489,             0.12284,            0.027304,            0.010153,             0.10945,           0.0067639,           0.0067639,            0.037864
                  30,             0.12634,            0.033838,           0.0064629,             0.12764,              0.1979,             0.25846,             0.10634,            0.025677,             0.11871,            0.036902,           0.0090465,             0.11673,           0.0069806,           0.0069806,            0.035781
                  31,              0.1212,            0.040772,           0.0062068,              0.1266,             0.29369,             0.24608,             0.19051,            0.058068,             0.12483,             0.02703,            0.011209,             0.11545,           0.0071964,           0.0071964,            0.033696
                  32,             0.12273,            0.037669,           0.0061604,              0.1255,             0.34199,             0.37782,             0.29189,            0.092376,             0.11691,            0.032276,            0.011845,              0.1164,           0.0074113,           0.0074113,            0.031611
                  33,             0.11916,            0.040338,           0.0058358,             0.12287,             0.28343,             0.29112,             0.18234,            0.059836,              0.1224,            0.029088,            0.011367,             0.10655,           0.0076253,           0.0076253,            0.029525
                  34,             0.12027,            0.039976,           0.0060494,             0.12385,             0.26687,             0.33201,             0.16853,            0.042958,             0.11933,            0.029553,            0.010997,             0.10937,           0.0078383,           0.0078383,            0.027438
                  35,             0.11986,            0.041057,           0.0061374,             0.12397,             0.10998,             0.17668,             0.04954,            0.010304,             0.12563,            0.034068,            0.017534,             0.12956,           0.0080503,           0.0080503,             0.02535
                  36,             0.12051,            0.039848,           0.0060299,             0.12471,             0.14393,              0.1922,            0.071535,            0.016945,             0.12361,             0.02883,             0.01201,             0.10939,           0.0082612,           0.0082612,            0.023261
                  37,              0.1224,            0.037535,           0.0055452,             0.12229,              0.2638,             0.21445,             0.12567,            0.030199,             0.12322,            0.030325,            0.011555,             0.10838,           0.0084711,           0.0084711,            0.021171
                  38,             0.11873,             0.04037,           0.0052811,             0.12352,             0.45719,             0.27519,             0.25729,            0.080593,             0.11062,            0.034807,           0.0089019,             0.11453,             0.00868,             0.00868,             0.01908
                  39,             0.11661,            0.041656,           0.0055678,             0.12328,             0.40776,             0.39383,             0.28748,            0.078517,             0.11564,             0.03161,            0.010307,             0.10482,           0.0088877,           0.0088877,            0.016988
                  40,             0.11772,            0.041432,            0.005757,             0.12315,             0.34216,             0.41996,             0.27266,            0.072663,             0.10998,            0.039981,           0.0098018,             0.10485,           0.0090942,           0.0090942,            0.014894
                  41,              0.1166,            0.041528,           0.0054094,             0.12181,             0.36686,             0.52693,             0.32972,             0.10346,              0.1102,            0.038577,            0.010214,             0.10202,           0.0092997,           0.0092997,              0.0128
                  42,             0.11864,            0.040912,           0.0056864,             0.12132,             0.30966,             0.23563,             0.16264,            0.049397,             0.11916,            0.033586,            0.016321,             0.10329,           0.0095039,           0.0095039,            0.010704
                  43,             0.11611,            0.041581,            0.005748,             0.12041,             0.26126,             0.29193,              0.1508,            0.034562,             0.11163,            0.038308,            0.011351,             0.10471,           0.0096013,           0.0096013,           0.0096013
                  44,             0.11157,            0.047023,           0.0061102,             0.12177,             0.43582,             0.40157,             0.30986,            0.097198,             0.10655,            0.041513,            0.010777,             0.11152,           0.0096013,           0.0096013,           0.0096013
                  45,             0.11294,            0.044843,           0.0057323,             0.11994,              0.2383,             0.35514,             0.18381,            0.053991,             0.11818,            0.034555,            0.010614,             0.10406,           0.0095828,           0.0095828,           0.0095828
                  46,             0.11371,            0.042733,            0.006018,             0.11951,             0.40761,             0.38031,             0.30154,            0.099305,             0.11377,             0.03312,            0.012863,             0.10198,            0.009564,            0.009564,            0.009564
                  47,             0.11394,            0.041874,           0.0053893,             0.11893,             0.36748,              0.3282,             0.25162,            0.066663,             0.11692,            0.030988,            0.010432,             0.11342,           0.0095448,           0.0095448,           0.0095448
                  48,             0.11321,            0.041777,           0.0054624,             0.11882,             0.51543,             0.44879,             0.39787,              0.1386,             0.10715,            0.035681,            0.010572,             0.10454,           0.0095252,           0.0095252,           0.0095252
                  49,             0.11318,            0.041633,           0.0051802,             0.11806,             0.46309,              0.4088,             0.32539,            0.084823,             0.11569,            0.030034,           0.0091488,             0.10499,           0.0095052,           0.0095052,           0.0095052
                  50,             0.11326,            0.040862,           0.0047554,              0.1174,             0.48793,              0.5053,             0.40522,             0.12562,             0.10731,            0.034757,            0.011129,             0.10148,           0.0094849,           0.0094849,           0.0094849
                  51,              0.1081,            0.046514,            0.005088,             0.11778,             0.44784,             0.46591,             0.38844,             0.12832,             0.10356,            0.037136,            0.012577,             0.10306,           0.0094641,           0.0094641,           0.0094641
                  52,             0.10522,            0.048967,           0.0048805,             0.11691,             0.54966,             0.43309,             0.40982,             0.15669,             0.10256,            0.040195,            0.011646,             0.10535,            0.009443,            0.009443,            0.009443
                  53,             0.10326,            0.050293,           0.0047102,             0.11805,             0.44715,             0.48203,             0.38855,              0.1379,            0.096876,            0.040755,            0.012146,             0.10458,           0.0094215,           0.0094215,           0.0094215
                  54,              0.1041,            0.049284,           0.0046974,             0.11612,             0.49013,             0.45351,             0.40173,                0.14,            0.088947,            0.043018,            0.010639,             0.10547,           0.0093996,           0.0093996,           0.0093996
                  55,             0.10647,            0.046307,           0.0047053,             0.11654,             0.52027,             0.49548,              0.4186,             0.14208,             0.11184,            0.034601,            0.010905,             0.11137,           0.0093773,           0.0093773,           0.0093773
                  56,             0.10698,            0.045879,           0.0044596,             0.11545,             0.64953,             0.54337,              0.5053,             0.20179,             0.10441,            0.037081,            0.010401,            0.098956,           0.0093547,           0.0093547,           0.0093547
                  57,             0.10264,            0.046461,           0.0043094,              0.1146,             0.50579,              0.5013,             0.43856,             0.15472,            0.097456,            0.040474,            0.012123,            0.097592,           0.0093317,           0.0093317,           0.0093317
                  58,             0.10161,            0.048887,           0.0046048,             0.11465,             0.57256,              0.4809,             0.44072,             0.16278,             0.09298,            0.042778,            0.010656,             0.10448,           0.0093083,           0.0093083,           0.0093083
                  59,            0.098519,            0.050737,           0.0041206,             0.11436,             0.57254,              0.4291,             0.41531,             0.14565,            0.087363,             0.04236,            0.010646,             0.10584,           0.0092846,           0.0092846,           0.0092846
                  60,             0.09674,            0.050447,           0.0038747,             0.11452,             0.51583,             0.41413,              0.3954,             0.14085,            0.090789,            0.042214,            0.010904,              0.1006,           0.0092605,           0.0092605,           0.0092605
                  61,            0.096956,            0.050218,           0.0041913,             0.11508,             0.48602,             0.46736,             0.40051,             0.11632,             0.10102,            0.040713,             0.01479,            0.097355,           0.0092361,           0.0092361,           0.0092361
                  62,            0.099814,              0.0487,           0.0039241,             0.11241,             0.58229,              0.4388,              0.4469,             0.16515,            0.095377,            0.041073,           0.0092018,             0.10602,           0.0092113,           0.0092113,           0.0092113
                  63,             0.09805,            0.049147,           0.0038534,             0.11304,              0.5563,             0.49749,             0.43747,             0.14049,             0.09201,            0.042756,            0.012696,             0.10217,           0.0091861,           0.0091861,           0.0091861
                  64,            0.097287,            0.047122,           0.0038587,             0.11302,             0.57913,             0.56779,             0.50605,             0.18377,             0.10116,            0.037406,            0.010632,            0.096876,           0.0091606,           0.0091606,           0.0091606
                  65,            0.097909,            0.047539,           0.0040356,             0.11228,             0.48613,             0.51751,             0.41669,             0.16183,            0.089453,            0.042446,            0.014663,            0.098192,           0.0091348,           0.0091348,           0.0091348
                  66,            0.094268,            0.049266,           0.0038373,             0.11265,             0.56504,             0.57486,             0.52958,             0.21939,            0.088947,            0.043697,            0.008573,             0.10027,           0.0091086,           0.0091086,           0.0091086
                  67,            0.094267,            0.053307,           0.0037389,             0.11305,             0.52907,             0.51716,             0.44972,             0.15489,            0.085315,            0.044643,           0.0093354,             0.10542,           0.0090821,           0.0090821,           0.0090821
                  68,            0.091656,            0.052773,           0.0037606,             0.11236,             0.61862,             0.55716,              0.5248,             0.19542,            0.086176,            0.044352,            0.011663,              0.1023,           0.0090552,           0.0090552,           0.0090552
                  69,            0.090866,            0.051785,           0.0039615,             0.11208,             0.61833,             0.56383,             0.52151,             0.19459,            0.079454,            0.047392,            0.011319,            0.095147,            0.009028,            0.009028,            0.009028
                  70,            0.091408,             0.05121,           0.0033546,             0.11071,             0.62867,             0.56019,             0.52059,             0.20852,            0.084491,            0.045036,           0.0087718,            0.098325,           0.0090004,           0.0090004,           0.0090004
                  71,            0.091205,            0.050242,           0.0034954,             0.11093,             0.61242,              0.5767,             0.53707,             0.21311,            0.078014,            0.046771,            0.010506,            0.099641,           0.0089726,           0.0089726,           0.0089726
                  72,            0.088559,             0.05055,           0.0035282,             0.11063,             0.64768,             0.60947,             0.56261,             0.22688,            0.076792,            0.046422,           0.0093829,             0.10142,           0.0089444,           0.0089444,           0.0089444
                  73,             0.08982,            0.051316,           0.0035407,             0.10802,             0.53243,             0.47596,             0.48223,             0.20505,            0.086598,            0.044485,            0.012864,             0.10345,           0.0089159,           0.0089159,           0.0089159
                  74,            0.090187,            0.050285,           0.0034325,             0.11058,             0.56503,             0.49913,             0.47011,             0.17462,            0.083477,            0.046171,           0.0096469,             0.10051,            0.008887,            0.008887,            0.008887
                  75,            0.090396,            0.050352,           0.0036378,             0.10887,             0.66386,             0.55402,             0.54059,             0.23161,            0.077721,            0.047571,            0.012784,            0.097033,           0.0088579,           0.0088579,           0.0088579
                  76,            0.089137,            0.052319,           0.0036828,             0.10918,             0.56327,             0.59444,              0.5382,             0.23251,            0.085956,            0.045232,            0.010675,            0.096676,           0.0088284,           0.0088284,           0.0088284
                  77,            0.087206,            0.049982,           0.0037235,             0.10921,             0.63985,              0.5458,             0.52363,             0.21211,            0.082304,            0.046175,            0.010066,             0.10006,           0.0087987,           0.0087987,           0.0087987
                  78,            0.087665,            0.052804,           0.0034001,             0.10843,             0.61171,             0.59243,             0.52235,             0.21509,            0.076856,            0.045827,           0.0096256,             0.10197,           0.0087686,           0.0087686,           0.0087686
                  79,            0.086324,             0.05359,           0.0034762,             0.10997,             0.59945,             0.60375,             0.53277,             0.21246,            0.069335,            0.053284,           0.0099422,             0.11115,           0.0087382,           0.0087382,           0.0087382
                  80,            0.085182,             0.05314,           0.0033817,             0.10761,             0.47808,             0.56597,             0.49409,             0.20149,             0.07653,            0.049281,            0.014029,            0.098172,           0.0087075,           0.0087075,           0.0087075
                  81,            0.082474,            0.053852,           0.0031824,             0.10836,             0.67364,               0.573,             0.55607,              0.2066,            0.067519,            0.051707,            0.010776,             0.10418,           0.0086765,           0.0086765,           0.0086765
                  82,            0.081508,            0.054837,           0.0033188,             0.10842,             0.66164,             0.57375,             0.57661,             0.24401,            0.071734,            0.048752,           0.0099858,            0.097558,           0.0086452,           0.0086452,           0.0086452
                  83,            0.079653,             0.05336,           0.0033917,             0.10801,             0.59866,             0.55055,             0.52199,             0.22041,            0.074071,             0.04945,            0.011229,            0.095926,           0.0086137,           0.0086137,           0.0086137
                  84,             0.08057,            0.056198,           0.0032736,              0.1073,             0.65543,             0.57397,             0.55507,             0.21759,            0.071503,            0.049725,            0.010525,            0.099842,           0.0085818,           0.0085818,           0.0085818
                  85,            0.079551,            0.055116,           0.0032874,             0.10695,             0.61314,             0.58136,             0.53931,             0.22716,            0.067744,            0.050414,           0.0073664,            0.098416,           0.0085497,           0.0085497,           0.0085497
                  86,            0.079028,            0.055138,           0.0033423,             0.10739,             0.61918,             0.58069,             0.54624,             0.20917,            0.072861,            0.049084,             0.01105,             0.10031,           0.0085173,           0.0085173,           0.0085173
                  87,            0.080167,            0.054295,            0.003353,             0.10659,             0.61709,             0.57408,             0.51882,             0.20055,            0.074383,            0.050433,            0.014822,             0.09694,           0.0084846,           0.0084846,           0.0084846
                  88,            0.080504,            0.055319,           0.0030792,             0.10593,             0.58441,             0.55999,             0.54754,             0.19095,            0.071433,            0.048363,            0.010107,             0.10017,           0.0084516,           0.0084516,           0.0084516
                  89,            0.077876,            0.054775,           0.0028508,             0.10608,             0.64066,             0.58392,             0.56128,             0.21015,             0.06913,             0.05003,            0.009266,            0.099376,           0.0084184,           0.0084184,           0.0084184
                  90,            0.077473,            0.055736,           0.0030319,             0.10499,             0.63062,              0.5454,             0.53622,             0.23393,            0.065465,            0.053081,            0.015422,            0.094726,           0.0083849,           0.0083849,           0.0083849
                  91,            0.076962,             0.05635,           0.0030434,             0.10541,             0.58776,             0.59104,             0.54075,             0.23667,             0.06189,            0.053344,            0.010336,            0.094636,           0.0083511,           0.0083511,           0.0083511
                  92,            0.069657,             0.05948,            0.003127,             0.10502,             0.60009,             0.53477,              0.5028,              0.1863,            0.057739,            0.056138,            0.011593,            0.097506,           0.0083171,           0.0083171,           0.0083171
                  93,             0.06784,            0.060766,           0.0028844,             0.10532,               0.672,             0.58128,             0.58971,             0.24755,            0.057211,            0.056255,             0.01031,             0.09786,           0.0082829,           0.0082829,           0.0082829
                  94,            0.069042,            0.060739,           0.0030704,             0.10623,             0.67673,             0.58237,              0.5784,             0.23656,            0.057305,             0.05461,            0.010404,            0.095496,           0.0082483,           0.0082483,           0.0082483
                  95,            0.065977,            0.060244,           0.0032681,             0.10494,             0.67089,             0.62255,             0.59276,             0.25543,            0.052384,            0.057042,           0.0097748,            0.098561,           0.0082136,           0.0082136,           0.0082136
                  96,            0.066181,            0.061968,           0.0029229,             0.10353,              0.6433,             0.54085,             0.57638,             0.25024,            0.059906,            0.055587,            0.010626,            0.094999,           0.0081786,           0.0081786,           0.0081786
                  97,            0.066473,            0.060009,            0.002762,             0.10415,             0.66355,             0.58226,             0.58654,             0.23513,            0.050687,            0.057535,            0.011278,            0.097464,           0.0081433,           0.0081433,           0.0081433
                  98,            0.065705,            0.060526,           0.0028537,             0.10324,             0.62696,             0.62092,             0.58067,             0.21305,            0.054104,            0.055848,            0.011249,            0.098887,           0.0081078,           0.0081078,           0.0081078
                  99,            0.064624,            0.061138,           0.0029764,             0.10356,              0.6322,             0.61018,             0.57512,             0.25232,            0.051533,            0.057428,            0.013089,            0.094545,           0.0080721,           0.0080721,           0.0080721
                 100,            0.064213,            0.061711,           0.0029083,             0.10174,             0.58475,             0.64047,             0.55259,             0.22687,            0.051821,            0.059361,            0.011805,             0.10398,           0.0080362,           0.0080362,           0.0080362
                 101,            0.064546,            0.060001,           0.0028146,             0.10267,             0.62761,             0.61692,              0.5839,             0.24565,            0.055085,            0.057852,           0.0093171,            0.098214,               0.008,               0.008,               0.008
                 102,            0.063566,            0.059971,            0.002634,             0.10435,              0.6203,             0.60824,             0.56653,             0.24224,            0.051903,            0.060794,            0.010515,            0.099558,           0.0079636,           0.0079636,           0.0079636
                 103,            0.063218,            0.059961,           0.0027783,             0.10178,             0.63021,             0.60396,             0.59984,             0.24959,            0.056543,            0.056833,            0.010015,            0.096407,            0.007927,            0.007927,            0.007927
                 104,            0.063829,            0.058998,            0.002543,             0.10124,             0.66782,             0.61817,             0.58613,             0.25746,            0.052576,             0.05932,           0.0094785,             0.09638,           0.0078902,           0.0078902,           0.0078902
                 105,            0.063029,            0.061236,           0.0028238,             0.10274,             0.66044,             0.61735,             0.60801,             0.23535,            0.054626,            0.055338,            0.010007,            0.095622,           0.0078532,           0.0078532,           0.0078532
                 106,            0.062219,            0.059994,           0.0026153,             0.10166,             0.65944,             0.60922,             0.60389,             0.26722,            0.058046,            0.055338,           0.0080511,            0.093742,            0.007816,            0.007816,            0.007816
                 107,            0.061071,            0.058957,            0.002865,             0.10251,             0.65734,             0.60796,             0.60192,             0.26879,            0.051826,            0.058627,           0.0093195,            0.095799,           0.0077785,           0.0077785,           0.0077785
                 108,            0.062668,            0.057557,           0.0026336,             0.10099,              0.6745,             0.61259,             0.61428,              0.2639,            0.049919,            0.056901,            0.011214,             0.09744,           0.0077409,           0.0077409,           0.0077409
                 109,             0.06206,            0.059326,           0.0025531,              0.1014,             0.66797,             0.57298,              0.5699,             0.26029,            0.056404,             0.05751,            0.014049,            0.093526,           0.0077031,           0.0077031,           0.0077031
                 110,            0.061973,            0.057614,           0.0027438,             0.10093,             0.63159,             0.61649,             0.60945,             0.27256,            0.050106,            0.058355,            0.010626,            0.094815,           0.0076651,           0.0076651,           0.0076651
                 111,            0.061475,            0.058781,           0.0026976,            0.099574,             0.66428,             0.57688,             0.59684,             0.25143,            0.051222,             0.05734,            0.010403,            0.095998,           0.0076269,           0.0076269,           0.0076269
                 112,            0.060999,             0.05923,           0.0026528,            0.099541,             0.66958,             0.65969,             0.61836,             0.28912,            0.048141,            0.056652,            0.010407,            0.094409,           0.0075886,           0.0075886,           0.0075886
                 113,            0.060437,            0.058975,           0.0026333,             0.10042,             0.61522,             0.69546,             0.61675,             0.26081,            0.051679,            0.057579,           0.0098101,            0.092655,           0.0075501,           0.0075501,           0.0075501
                 114,            0.059897,            0.059813,           0.0025903,            0.098807,             0.67031,             0.59143,             0.61706,             0.25648,            0.056462,            0.058406,           0.0091241,            0.095836,           0.0075114,           0.0075114,           0.0075114
                 115,            0.060884,            0.060068,           0.0029042,            0.099192,             0.67198,             0.62515,             0.61245,             0.25423,            0.053919,             0.05584,           0.0085473,            0.095287,           0.0074725,           0.0074725,           0.0074725
                 116,            0.059362,            0.056092,           0.0024171,            0.098062,             0.64645,             0.67283,              0.6345,             0.28089,            0.051984,            0.058217,           0.0090695,            0.094082,           0.0074335,           0.0074335,           0.0074335
                 117,            0.060035,            0.061009,           0.0026291,            0.099618,             0.61986,             0.65251,             0.59969,             0.26118,            0.050166,            0.058591,            0.013527,            0.096409,           0.0073943,           0.0073943,           0.0073943
                 118,             0.06021,            0.057725,            0.002538,            0.098577,             0.67362,              0.6444,             0.61816,             0.29083,            0.050392,            0.057315,            0.010934,            0.093396,            0.007355,            0.007355,            0.007355
                 119,            0.058889,            0.056645,           0.0025337,            0.096998,             0.65619,             0.62447,             0.62931,             0.28652,            0.051203,            0.056813,            0.011729,            0.091889,           0.0073155,           0.0073155,           0.0073155
                 120,            0.059463,            0.060169,           0.0026177,             0.09857,             0.60827,             0.65743,             0.61939,             0.27145,            0.050157,            0.056137,            0.010155,            0.093314,           0.0072758,           0.0072758,           0.0072758
                 121,            0.058831,            0.057731,           0.0026519,            0.096951,              0.6693,             0.63884,             0.63298,             0.29043,            0.047853,            0.059347,           0.0087408,            0.093799,           0.0072361,           0.0072361,           0.0072361
                 122,            0.058016,            0.058825,           0.0023703,            0.096358,             0.64042,             0.62577,             0.62257,             0.27481,            0.051001,            0.058394,            0.012149,            0.090552,           0.0071962,           0.0071962,           0.0071962
                 123,            0.058632,            0.058151,           0.0023907,            0.097502,             0.63989,             0.60889,              0.6092,             0.25653,             0.05165,            0.057253,            0.011877,            0.091941,           0.0071561,           0.0071561,           0.0071561
                 124,            0.058871,            0.058747,           0.0022789,            0.095129,             0.70772,             0.61095,             0.63876,             0.28361,             0.04755,            0.058006,            0.010974,            0.092061,            0.007116,            0.007116,            0.007116
                 125,            0.057455,             0.05898,           0.0023457,            0.095446,             0.68978,             0.62025,             0.63394,             0.29835,            0.050245,             0.05916,            0.010545,            0.092322,           0.0070757,           0.0070757,           0.0070757
                 126,            0.058485,            0.057129,           0.0023019,            0.095567,             0.70963,             0.59817,             0.62819,             0.26573,            0.055011,            0.056684,           0.0093519,            0.096936,           0.0070353,           0.0070353,           0.0070353
                 127,            0.057583,            0.057507,           0.0022635,            0.096593,              0.6504,             0.68028,             0.63275,              0.2908,            0.048097,            0.057406,             0.01078,            0.091358,           0.0069948,           0.0069948,           0.0069948
                 128,            0.057335,            0.060818,           0.0023921,            0.096537,             0.64307,             0.67143,             0.63891,               0.292,            0.047841,            0.056176,           0.0095662,            0.088581,           0.0069541,           0.0069541,           0.0069541
                 129,            0.057632,             0.05673,           0.0021928,            0.094486,             0.69743,             0.63627,             0.61133,             0.26691,            0.049911,            0.059543,           0.0099751,            0.094466,           0.0069134,           0.0069134,           0.0069134
                 130,            0.057115,            0.057153,           0.0023135,            0.094854,             0.71378,             0.60507,             0.61642,             0.27006,            0.048417,            0.060647,            0.011013,            0.095355,           0.0068726,           0.0068726,           0.0068726
                 131,            0.057015,            0.057262,           0.0021357,            0.093953,             0.67857,             0.63957,             0.64123,             0.30549,            0.048397,            0.057668,            0.011081,            0.094429,           0.0068316,           0.0068316,           0.0068316
                 132,            0.056687,            0.056236,            0.002103,            0.093527,             0.65309,             0.63166,             0.60392,             0.26579,            0.049835,            0.057797,            0.012674,            0.090461,           0.0067906,           0.0067906,           0.0067906
                 133,            0.055972,             0.05711,           0.0023501,            0.093787,             0.69209,             0.59497,             0.61529,             0.25035,            0.055508,            0.057982,            0.010633,            0.090456,           0.0067495,           0.0067495,           0.0067495
                 134,             0.05561,            0.055811,           0.0022718,            0.093842,             0.65876,             0.57981,             0.56909,             0.25539,            0.050472,             0.05987,            0.012825,            0.093522,           0.0067083,           0.0067083,           0.0067083
                 135,            0.055181,            0.057115,           0.0020216,             0.09239,             0.67823,             0.63319,             0.62203,             0.29053,            0.047445,            0.058108,            0.010633,            0.091732,           0.0066671,           0.0066671,           0.0066671
                 136,            0.055504,            0.055791,           0.0020763,            0.093066,              0.6694,             0.62768,             0.62639,             0.27626,            0.047955,            0.057754,             0.00881,             0.09191,           0.0066257,           0.0066257,           0.0066257
                 137,            0.055678,            0.057804,           0.0022624,            0.092616,             0.66765,             0.63117,              0.6249,             0.25795,            0.052522,            0.058142,            0.009373,            0.090448,           0.0065843,           0.0065843,           0.0065843
                 138,            0.055998,            0.057157,            0.002317,             0.09339,             0.71444,             0.61538,             0.60756,              0.2596,            0.049348,            0.058138,            0.010054,            0.094531,           0.0065429,           0.0065429,           0.0065429
                 139,            0.053608,            0.056456,           0.0021813,            0.091817,             0.67204,             0.62878,             0.63231,             0.29907,            0.049782,            0.058146,            0.011214,            0.092051,           0.0065013,           0.0065013,           0.0065013
