               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 133,             0.05556,            0.054352,           0.0018413,            0.089379,             0.78062,             0.65061,             0.69363,             0.32448,            0.050076,            0.048019,            0.015999,            0.092484,           0.0067495,           0.0067495,           0.0067495
                 134,            0.054373,            0.054716,           0.0020206,            0.090859,             0.71731,             0.64194,             0.66201,             0.31322,            0.053399,            0.046428,            0.022869,            0.091322,           0.0067083,           0.0067083,           0.0067083
                 135,            0.054753,            0.055306,           0.0019209,            0.090326,             0.70626,             0.68619,             0.69313,             0.34581,            0.051709,            0.048266,            0.013786,            0.095267,           0.0066671,           0.0066671,           0.0066671
                 136,             0.05426,            0.053541,           0.0020474,            0.090111,             0.73389,             0.66437,             0.68561,             0.30782,            0.051772,            0.047592,            0.012914,            0.084519,           0.0066257,           0.0066257,           0.0066257
                 137,            0.055167,            0.054132,           0.0018284,            0.089504,             0.69443,             0.69832,             0.68476,             0.32468,            0.049543,            0.045941,            0.011477,            0.090796,           0.0065843,           0.0065843,           0.0065843
                 138,            0.054527,             0.05538,           0.0017699,            0.089605,              0.7138,             0.65562,             0.66487,              0.2833,            0.054464,            0.048937,             0.01977,            0.095506,           0.0065429,           0.0065429,           0.0065429
                 139,            0.055208,            0.054714,           0.0017862,            0.089844,             0.72155,             0.63072,             0.65295,             0.31213,            0.049506,            0.050368,            0.025131,            0.091764,           0.0065013,           0.0065013,           0.0065013
                 140,            0.053509,            0.054596,           0.0016107,             0.08887,             0.71887,             0.64989,             0.66596,              0.3214,            0.048325,            0.048664,              0.0193,             0.09135,           0.0064597,           0.0064597,           0.0064597
                 141,            0.053893,            0.054784,           0.0017961,            0.089211,             0.71287,              0.6387,             0.64724,             0.29374,            0.048005,            0.049612,            0.025168,            0.093941,           0.0064181,           0.0064181,           0.0064181
                 142,            0.053389,            0.052257,           0.0018752,            0.088902,             0.72923,             0.67929,             0.67812,             0.32546,            0.046016,            0.048963,            0.021958,            0.086319,           0.0063764,           0.0063764,           0.0063764
                 143,            0.053986,             0.05376,           0.0017589,            0.089447,             0.70711,             0.64945,             0.66263,             0.31244,            0.049101,            0.046597,            0.021939,            0.089936,           0.0063347,           0.0063347,           0.0063347
                 144,            0.052338,            0.052196,           0.0016453,            0.086593,             0.72478,             0.66501,             0.67334,              0.3167,            0.049786,            0.047344,            0.016554,               0.091,            0.006293,            0.006293,            0.006293
                 145,            0.053095,            0.054678,           0.0017833,            0.088627,             0.71623,             0.69538,             0.69497,             0.32716,            0.045598,            0.047188,            0.022095,            0.086938,           0.0062512,           0.0062512,           0.0062512
                 146,            0.053283,            0.055616,           0.0018093,            0.087085,             0.75363,             0.65295,             0.69364,             0.32645,            0.047111,            0.047623,            0.019264,            0.087058,           0.0062093,           0.0062093,           0.0062093
                 147,            0.052764,            0.054274,           0.0016369,            0.086506,              0.7098,             0.66376,             0.69028,             0.33938,            0.045862,            0.048015,              0.0241,            0.090783,           0.0061675,           0.0061675,           0.0061675
                 148,            0.051968,            0.054148,           0.0016616,            0.086657,             0.72736,             0.65154,             0.69008,             0.33263,            0.048182,            0.047482,            0.019766,            0.088134,           0.0061256,           0.0061256,           0.0061256
                 149,            0.052344,            0.053875,            0.001635,             0.08737,             0.69662,             0.68117,             0.67242,             0.32965,            0.049141,            0.047431,            0.014886,            0.089235,           0.0060838,           0.0060838,           0.0060838
                 150,            0.052116,              0.0534,            0.001822,            0.085771,             0.69507,              0.6863,              0.6644,             0.32276,            0.051131,            0.049249,            0.019518,            0.091053,           0.0060419,           0.0060419,           0.0060419
                 151,            0.052835,             0.05426,           0.0016982,            0.085805,             0.68318,             0.70947,             0.67324,             0.32427,            0.048698,            0.047277,           0.0087858,            0.091654,               0.006,               0.006,               0.006
                 152,            0.051929,            0.051508,           0.0016984,            0.085633,             0.69191,             0.66101,             0.64873,              0.3254,            0.049068,            0.047807,            0.018232,            0.093315,           0.0059581,           0.0059581,           0.0059581
                 153,            0.051934,            0.053062,           0.0016816,            0.085881,             0.71711,             0.68363,              0.6883,             0.33554,            0.048809,            0.050175,            0.019338,            0.093707,           0.0059162,           0.0059162,           0.0059162
                 154,             0.05096,            0.053808,           0.0018164,            0.086185,             0.71885,               0.665,             0.67349,             0.34575,            0.050907,            0.049076,            0.027235,            0.091045,           0.0058744,           0.0058744,           0.0058744
                 155,            0.050936,            0.052357,           0.0017566,            0.086099,             0.75596,             0.67779,             0.68146,             0.33963,            0.048363,            0.048557,            0.020627,            0.089591,           0.0058325,           0.0058325,           0.0058325
                 156,            0.052157,             0.05311,           0.0017037,            0.085199,             0.75316,             0.65783,             0.66591,              0.3263,            0.046638,            0.048813,            0.015189,            0.089112,           0.0057907,           0.0057907,           0.0057907
                 157,            0.050269,            0.052503,           0.0016146,            0.085941,              0.7697,             0.61641,              0.6662,             0.30843,            0.050931,            0.048833,            0.022755,            0.095249,           0.0057488,           0.0057488,           0.0057488
                 158,            0.051484,            0.052784,           0.0017786,             0.08496,             0.70008,             0.68232,             0.67486,              0.3177,            0.049949,             0.04821,            0.014454,            0.098395,            0.005707,            0.005707,            0.005707
                 159,            0.051218,            0.052319,           0.0016893,            0.084209,             0.72358,             0.69316,             0.67234,             0.33186,            0.047984,            0.047749,            0.012856,            0.087552,           0.0056653,           0.0056653,           0.0056653
                 160,            0.051316,            0.053308,           0.0014824,            0.084158,             0.72466,             0.69357,             0.68425,              0.3297,            0.048347,             0.04749,              0.0139,             0.08735,           0.0056236,           0.0056236,           0.0056236
                 161,            0.050542,            0.051845,           0.0014671,            0.083085,             0.70058,             0.71361,             0.68374,              0.3436,             0.04738,            0.049213,            0.018214,             0.09097,           0.0055819,           0.0055819,           0.0055819
                 162,            0.050491,            0.052581,           0.0016022,             0.08403,             0.74677,             0.67052,             0.69889,             0.34494,            0.045277,             0.04926,            0.018472,            0.089367,           0.0055403,           0.0055403,           0.0055403
                 163,            0.051938,            0.051498,           0.0015721,             0.08321,             0.76239,             0.64784,             0.67681,             0.34502,            0.044797,            0.050711,            0.012993,            0.087085,           0.0054987,           0.0054987,           0.0054987
                 164,             0.05011,            0.052299,           0.0014659,            0.083253,             0.68541,             0.67235,             0.64811,             0.32164,            0.047222,            0.047631,            0.019212,            0.091287,           0.0054571,           0.0054571,           0.0054571
                 165,            0.051039,            0.051886,           0.0016183,            0.082835,             0.66581,             0.67999,             0.65646,             0.32248,            0.045367,            0.048561,             0.02047,            0.086236,           0.0054157,           0.0054157,           0.0054157
                 166,            0.050204,            0.053075,           0.0015834,            0.082141,             0.70141,             0.66245,             0.65636,             0.32586,            0.044281,             0.05112,            0.029242,            0.086692,           0.0053743,           0.0053743,           0.0053743
                 167,            0.050968,            0.052947,           0.0016056,            0.083438,             0.73388,             0.66582,             0.67788,             0.33848,            0.050316,            0.051288,            0.022437,            0.091354,           0.0053329,           0.0053329,           0.0053329
                 168,            0.049523,            0.050371,           0.0015478,            0.081702,             0.74382,             0.64243,             0.66658,             0.33215,            0.044208,            0.048838,             0.02267,            0.088835,           0.0052917,           0.0052917,           0.0052917
                 169,            0.048335,            0.051484,           0.0015313,            0.082575,             0.77804,             0.62614,             0.67236,             0.33873,            0.044619,            0.048595,            0.028813,            0.088749,           0.0052505,           0.0052505,           0.0052505
                 170,            0.048413,            0.052449,           0.0014498,             0.08197,             0.75638,              0.6721,             0.66706,             0.32756,             0.04532,            0.048265,             0.01955,             0.08592,           0.0052094,           0.0052094,           0.0052094
                 171,            0.049314,            0.052587,           0.0015692,             0.08195,             0.70844,             0.65532,              0.6615,             0.32051,            0.049141,            0.051072,            0.019848,            0.088699,           0.0051684,           0.0051684,           0.0051684
                 172,            0.048782,            0.052811,           0.0014766,            0.081843,             0.68692,             0.66381,             0.66629,             0.32825,            0.045918,            0.051188,            0.024841,            0.087216,           0.0051274,           0.0051274,           0.0051274
                 173,            0.048224,            0.051475,             0.00157,            0.081593,             0.73346,             0.63898,             0.65151,              0.3229,            0.049599,            0.050757,             0.02367,            0.090823,           0.0050866,           0.0050866,           0.0050866
                 174,            0.048473,            0.052605,            0.001722,            0.082036,             0.70375,             0.67036,             0.66198,             0.33144,            0.047968,            0.050425,            0.017672,            0.087653,           0.0050459,           0.0050459,           0.0050459
                 175,            0.048072,             0.04937,           0.0012752,            0.078797,             0.71024,             0.65552,             0.65582,             0.32524,            0.046909,             0.04877,            0.025491,             0.08662,           0.0050052,           0.0050052,           0.0050052
                 176,            0.047743,            0.051339,           0.0014548,            0.080049,             0.72254,             0.65947,             0.65643,             0.32073,              0.0482,            0.049257,            0.023005,            0.092521,           0.0049647,           0.0049647,           0.0049647
                 177,            0.048234,            0.051003,           0.0015033,            0.079882,             0.74494,             0.65068,             0.66255,             0.31689,            0.050049,            0.049111,            0.021674,            0.096036,           0.0049243,           0.0049243,           0.0049243
                 178,            0.048501,            0.050632,           0.0015139,            0.081379,             0.68327,             0.67063,              0.6446,             0.31404,            0.052028,            0.049887,             0.01984,            0.092398,            0.004884,            0.004884,            0.004884
                 179,            0.047605,            0.050823,           0.0015013,            0.081734,             0.70372,             0.66418,             0.66419,             0.31858,            0.044761,            0.048161,             0.00762,            0.084117,           0.0048439,           0.0048439,           0.0048439
                 180,            0.048527,            0.051219,           0.0014624,            0.080717,             0.72147,             0.65167,             0.66961,             0.33207,             0.04702,            0.049513,            0.017814,            0.089643,           0.0048038,           0.0048038,           0.0048038
                 181,            0.046894,             0.05122,           0.0014106,            0.079839,             0.69414,             0.68957,             0.67004,             0.33374,            0.048848,            0.050369,            0.020734,            0.093117,           0.0047639,           0.0047639,           0.0047639
                 182,            0.047645,            0.051412,           0.0017042,            0.080643,             0.72623,             0.66135,             0.66836,             0.32472,            0.049894,            0.050458,            0.017513,            0.092073,           0.0047242,           0.0047242,           0.0047242
                 183,            0.047302,            0.050054,           0.0014667,            0.080077,             0.72012,             0.65525,             0.67726,             0.33062,            0.049334,            0.052325,            0.022354,            0.090568,           0.0046845,           0.0046845,           0.0046845
                 184,            0.047571,            0.051786,           0.0016626,             0.07978,             0.71296,             0.67824,             0.66182,             0.32059,            0.052152,            0.050249,            0.035608,            0.090933,            0.004645,            0.004645,            0.004645
                 185,            0.046402,             0.04988,           0.0013842,            0.079017,             0.71918,             0.67384,              0.6819,             0.33354,            0.050922,            0.049435,            0.028302,              0.0912,           0.0046057,           0.0046057,           0.0046057
                 186,            0.046961,            0.050017,            0.001402,            0.078675,             0.68838,             0.69689,             0.66045,             0.32825,             0.04926,            0.049688,            0.031823,            0.084962,           0.0045665,           0.0045665,           0.0045665
                 187,            0.045276,            0.049879,           0.0013227,            0.079792,             0.69445,             0.68618,             0.67628,             0.33283,            0.045604,            0.051713,            0.032543,            0.086084,           0.0045275,           0.0045275,           0.0045275
                 188,            0.046702,             0.04986,           0.0013198,            0.077772,              0.7149,             0.65046,             0.65067,             0.31146,            0.046835,            0.052511,            0.025843,            0.088961,           0.0044886,           0.0044886,           0.0044886
                 189,            0.046588,            0.050468,            0.001479,            0.077959,              0.7245,             0.66869,             0.66413,             0.31171,            0.048146,            0.050703,            0.024872,            0.089829,           0.0044499,           0.0044499,           0.0044499
                 190,            0.045731,            0.049829,           0.0014623,            0.077701,             0.70437,              0.6812,             0.67375,             0.31877,            0.046814,            0.051028,            0.019361,            0.087745,           0.0044114,           0.0044114,           0.0044114
                 191,            0.045882,            0.049678,           0.0013349,            0.078094,             0.71965,             0.66199,             0.66917,             0.32837,            0.047775,            0.050762,            0.029497,            0.090322,           0.0043731,           0.0043731,           0.0043731
                 192,            0.045922,            0.051087,           0.0013863,            0.078787,             0.70409,             0.66543,             0.66501,             0.33838,            0.047172,            0.051737,            0.023894,            0.088815,           0.0043349,           0.0043349,           0.0043349
                 193,            0.046538,            0.050455,           0.0014437,            0.078044,             0.68446,             0.69023,             0.66542,             0.32919,            0.047561,            0.052384,            0.018291,            0.086665,           0.0042969,           0.0042969,           0.0042969
                 194,            0.045542,            0.049871,           0.0013128,            0.077488,             0.69503,             0.66199,             0.64607,             0.31527,            0.047354,            0.049787,            0.032993,            0.090779,           0.0042591,           0.0042591,           0.0042591
                 195,            0.046529,            0.050062,           0.0014955,            0.076822,             0.74061,             0.64185,             0.67533,             0.32635,            0.045963,            0.049617,            0.027759,            0.087577,           0.0042215,           0.0042215,           0.0042215
                 196,             0.04387,            0.050046,           0.0013292,            0.078447,             0.71786,             0.64364,             0.66425,             0.32406,            0.049301,            0.050791,            0.033911,            0.089364,            0.004184,            0.004184,            0.004184
                 197,            0.045179,            0.051797,           0.0014368,            0.077451,             0.74264,             0.65841,             0.66418,             0.33176,             0.04682,            0.051264,             0.03114,            0.084735,           0.0041468,           0.0041468,           0.0041468
                 198,            0.045051,            0.049743,           0.0013261,            0.076559,             0.71882,              0.6542,             0.66628,             0.33212,            0.047686,            0.051097,            0.023149,            0.089475,           0.0041098,           0.0041098,           0.0041098
                 199,            0.044089,            0.048967,           0.0012258,            0.075074,             0.73695,             0.67688,             0.67339,             0.32843,            0.047603,            0.051368,            0.026742,            0.089493,            0.004073,            0.004073,            0.004073
                 200,             0.04441,            0.048125,           0.0012505,            0.075779,             0.69966,             0.67165,             0.66468,             0.32565,             0.04598,            0.053146,            0.030263,             0.08589,           0.0040364,           0.0040364,           0.0040364
                 201,            0.043991,             0.04998,             0.00139,            0.077517,              0.7013,             0.67644,             0.66479,             0.32891,            0.046653,            0.052894,            0.033164,            0.084914,               0.004,               0.004,               0.004
                 202,            0.044012,            0.048492,           0.0014795,            0.076675,             0.71113,             0.69463,             0.68209,             0.33672,            0.044476,            0.050882,            0.031987,             0.08442,           0.0039638,           0.0039638,           0.0039638
                 203,            0.044602,            0.048132,           0.0012685,            0.076297,             0.72375,             0.67337,             0.67568,             0.33973,            0.048146,            0.051075,            0.033771,            0.091505,           0.0039279,           0.0039279,           0.0039279
                 204,            0.043955,            0.048109,           0.0013491,            0.074642,             0.70011,               0.658,             0.67061,             0.34001,            0.049112,            0.051855,             0.03312,            0.090816,           0.0038922,           0.0038922,           0.0038922
                 205,             0.04455,            0.049538,           0.0013979,            0.075248,             0.72258,             0.64266,             0.65011,             0.32178,            0.047947,             0.05056,            0.032762,            0.088792,           0.0038567,           0.0038567,           0.0038567
                 206,            0.042699,            0.049268,           0.0015025,            0.076579,             0.70232,              0.6656,             0.66104,             0.33169,            0.044607,            0.051717,            0.024735,            0.082795,           0.0038214,           0.0038214,           0.0038214
                 207,            0.043492,             0.04817,             0.00133,            0.074979,             0.71159,             0.65747,             0.67482,             0.34298,            0.045078,            0.052603,            0.027414,            0.088997,           0.0037864,           0.0037864,           0.0037864
                 208,             0.04417,            0.048973,           0.0012785,            0.075097,             0.71864,             0.65866,             0.66057,             0.32667,            0.043707,            0.052739,            0.021332,            0.091584,           0.0037517,           0.0037517,           0.0037517
                 209,             0.04251,            0.046463,           0.0012304,             0.07292,             0.71778,              0.6688,             0.65963,             0.33549,            0.043875,            0.052607,            0.030348,            0.087232,           0.0037171,           0.0037171,           0.0037171
                 210,            0.044261,              0.0503,           0.0013576,             0.07558,             0.69039,             0.69968,             0.68398,             0.34077,            0.045143,             0.05146,            0.027673,            0.083742,           0.0036829,           0.0036829,           0.0036829
                 211,            0.043632,            0.048566,           0.0012117,            0.074153,             0.76117,             0.63902,             0.66882,             0.34409,            0.045373,             0.05163,            0.035461,            0.087154,           0.0036489,           0.0036489,           0.0036489
                 212,            0.042438,            0.048179,           0.0013468,            0.073872,             0.76409,             0.63485,             0.65723,             0.32842,            0.047699,            0.052588,            0.032777,              0.0935,           0.0036151,           0.0036151,           0.0036151
                 213,            0.043299,            0.049635,            0.001402,             0.07478,             0.75964,             0.63572,             0.67832,             0.33984,            0.047628,            0.052868,            0.024007,             0.09009,           0.0035816,           0.0035816,           0.0035816
                 214,            0.042095,            0.048803,           0.0014453,            0.075757,             0.71824,             0.65018,             0.66909,             0.33565,            0.046197,            0.052916,            0.023271,            0.090303,           0.0035484,           0.0035484,           0.0035484
                 215,            0.042962,            0.049829,           0.0013668,            0.074453,             0.70425,             0.68787,             0.67173,             0.33415,            0.045639,            0.052661,            0.027587,            0.081535,           0.0035154,           0.0035154,           0.0035154
                 216,            0.043535,            0.048108,           0.0011193,            0.073342,             0.74526,             0.67107,             0.68941,             0.33938,            0.044676,            0.051958,            0.019931,            0.081148,           0.0034827,           0.0034827,           0.0034827
                 217,            0.041845,            0.047451,           0.0012986,            0.072968,             0.72908,             0.66753,             0.68534,             0.34681,            0.045451,            0.052032,            0.019695,            0.084135,           0.0034503,           0.0034503,           0.0034503
                 218,            0.041994,             0.04775,            0.001189,             0.07208,             0.73061,             0.66137,             0.66591,             0.33428,            0.046229,            0.051229,             0.02522,            0.081488,           0.0034182,           0.0034182,           0.0034182
                 219,            0.043198,            0.046791,           0.0012379,             0.07265,             0.73466,             0.66317,             0.66478,             0.34916,            0.045492,            0.050451,            0.024773,            0.082166,           0.0033863,           0.0033863,           0.0033863
                 220,            0.041733,            0.047124,           0.0012468,            0.073311,             0.74156,             0.62323,              0.6595,             0.34084,            0.048507,            0.050287,            0.025429,            0.084555,           0.0033548,           0.0033548,           0.0033548
                 221,            0.041209,            0.047719,           0.0013812,            0.073328,             0.72806,             0.63828,              0.6659,             0.33839,            0.046578,            0.050762,            0.023832,            0.086811,           0.0033235,           0.0033235,           0.0033235
                 222,             0.04203,            0.046701,           0.0012596,            0.072238,             0.68387,             0.69577,             0.67853,             0.34639,            0.046276,            0.050084,            0.027378,            0.083397,           0.0032925,           0.0032925,           0.0032925
                 223,            0.040711,            0.046676,           0.0010786,            0.071531,             0.70763,             0.66574,             0.67652,             0.34867,            0.046362,            0.050023,            0.027368,            0.086299,           0.0032618,           0.0032618,           0.0032618
                 224,            0.040596,            0.046504,           0.0012465,             0.07232,              0.7199,             0.66223,             0.66048,             0.33283,            0.046289,            0.050887,            0.025424,            0.088167,           0.0032314,           0.0032314,           0.0032314
                 225,            0.041144,            0.046877,           0.0013233,            0.073581,             0.68288,             0.69007,             0.65955,             0.32769,            0.046617,            0.051185,            0.024829,            0.087503,           0.0032013,           0.0032013,           0.0032013
                 226,            0.041631,            0.047653,           0.0012196,            0.073236,             0.69432,             0.66419,              0.6596,             0.33692,            0.046137,             0.05155,            0.022608,            0.086353,           0.0031716,           0.0031716,           0.0031716
                 227,            0.040802,            0.046178,           0.0012223,            0.072112,             0.68877,             0.65413,             0.65267,             0.34267,            0.046912,            0.051164,            0.022302,            0.090907,           0.0031421,           0.0031421,           0.0031421
                 228,            0.041247,            0.047366,           0.0013585,            0.072638,             0.73507,             0.61595,             0.65454,             0.34075,            0.046589,            0.052037,            0.024377,             0.08642,            0.003113,            0.003113,            0.003113
                 229,            0.040967,            0.046745,           0.0012081,            0.072724,             0.67374,             0.68047,             0.67246,             0.33915,            0.045489,            0.051633,            0.029022,            0.083388,           0.0030841,           0.0030841,           0.0030841
                 230,             0.03965,            0.046997,           0.0010816,            0.072117,             0.71756,             0.64506,              0.6669,             0.35055,            0.045503,            0.051251,            0.028182,            0.084422,           0.0030556,           0.0030556,           0.0030556
                 231,            0.040623,            0.048116,           0.0013808,            0.073235,             0.70865,             0.66447,             0.66522,             0.34872,            0.045884,            0.051018,            0.027896,            0.094515,           0.0030274,           0.0030274,           0.0030274
                 232,            0.040057,            0.047138,           0.0013592,            0.071788,             0.69542,             0.68908,             0.66804,             0.33667,            0.046603,            0.051315,            0.033528,            0.091205,           0.0029996,           0.0029996,           0.0029996
                 233,            0.040068,            0.046804,           0.0012823,            0.071611,             0.74471,              0.6475,             0.66975,             0.33844,            0.047273,            0.052094,            0.030037,            0.086199,            0.002972,            0.002972,            0.002972
                 234,            0.040057,            0.045019,           0.0012279,            0.071331,             0.75076,             0.64822,             0.68596,              0.3529,             0.04764,            0.052538,            0.026813,            0.094509,           0.0029448,           0.0029448,           0.0029448
                 235,            0.040396,            0.046321,           0.0010904,            0.070259,             0.72251,             0.67397,             0.67594,             0.34609,            0.049742,            0.052394,            0.027205,            0.096862,           0.0029179,           0.0029179,           0.0029179
                 236,              0.0404,            0.045795,           0.0010651,            0.070005,              0.6851,             0.68801,              0.6737,             0.34404,            0.049383,            0.052955,            0.027574,            0.093257,           0.0028914,           0.0028914,           0.0028914
                 237,            0.040462,            0.047485,           0.0013277,            0.071947,             0.70689,             0.66309,             0.67275,             0.34668,            0.047676,            0.053215,            0.029508,            0.095404,           0.0028652,           0.0028652,           0.0028652
                 238,             0.03974,            0.046457,           0.0012387,            0.071412,             0.70358,             0.67015,             0.67948,              0.3541,            0.048067,            0.053178,            0.027686,            0.097617,           0.0028394,           0.0028394,           0.0028394
                 239,            0.039297,            0.046993,           0.0012335,            0.071032,             0.69448,             0.69357,             0.67776,             0.35352,            0.047221,            0.052541,            0.018689,             0.09476,           0.0028139,           0.0028139,           0.0028139
                 240,            0.038731,            0.044787,           0.0011982,            0.070837,             0.69939,             0.68116,             0.67971,             0.35017,            0.046665,            0.053454,            0.019951,            0.093122,           0.0027887,           0.0027887,           0.0027887
                 241,            0.039501,            0.045593,           0.0011657,            0.069999,             0.68432,             0.69148,             0.67303,             0.34577,            0.045165,            0.052598,            0.021012,            0.092087,           0.0027639,           0.0027639,           0.0027639
                 242,            0.039052,            0.044462,           0.0011324,            0.070603,             0.71661,             0.66153,             0.67637,              0.3485,             0.04582,            0.053316,            0.020874,            0.091317,           0.0027395,           0.0027395,           0.0027395
                 243,            0.038351,            0.045959,           0.0012654,            0.070324,             0.73096,             0.64563,             0.67204,             0.35124,            0.045909,            0.054839,            0.020509,            0.088811,           0.0027154,           0.0027154,           0.0027154
                 244,            0.038616,            0.046605,              0.0013,            0.070556,             0.75961,              0.6238,             0.67695,             0.34834,            0.046909,            0.055038,            0.016993,            0.089477,           0.0026917,           0.0026917,           0.0026917
                 245,            0.038212,            0.045226,           0.0010846,            0.070555,             0.74146,             0.65191,             0.67531,             0.34497,            0.048645,            0.055803,            0.019345,            0.086709,           0.0026683,           0.0026683,           0.0026683
                 246,            0.039199,            0.043747,           0.0012749,            0.070673,              0.7269,             0.65662,             0.67596,             0.34931,            0.047442,            0.053736,            0.022027,            0.090609,           0.0026453,           0.0026453,           0.0026453
                 247,            0.038062,            0.045201,           0.0011846,            0.071371,             0.71785,             0.66499,             0.68638,             0.35439,            0.048478,            0.053221,            0.021199,            0.089672,           0.0026227,           0.0026227,           0.0026227
                 248,            0.039307,             0.04541,           0.0010965,            0.069866,             0.73608,              0.6444,             0.68495,             0.36339,            0.046171,            0.053377,            0.021408,            0.086792,           0.0026004,           0.0026004,           0.0026004
                 249,            0.038346,            0.045103,           0.0012269,            0.070927,             0.73155,             0.64945,             0.68017,             0.35864,            0.046355,            0.054024,            0.023821,            0.085729,           0.0025785,           0.0025785,           0.0025785
                 250,            0.039433,            0.044987,           0.0012385,              0.0704,             0.74688,             0.63328,             0.67924,             0.35142,            0.046513,            0.053401,            0.021638,            0.088162,            0.002557,            0.002557,            0.002557
                 251,            0.038312,            0.047026,           0.0013165,            0.070321,             0.72565,             0.66096,             0.68159,             0.35338,            0.047335,            0.053046,            0.020781,            0.090216,           0.0025359,           0.0025359,           0.0025359
                 252,            0.038843,            0.047899,           0.0012757,            0.070307,              0.7518,             0.64779,             0.68782,             0.35659,            0.047634,            0.053714,            0.020568,            0.091902,           0.0025151,           0.0025151,           0.0025151
                 253,            0.037641,             0.04488,           0.0011533,             0.06914,             0.76867,             0.62115,             0.68405,              0.3503,             0.04778,            0.053711,            0.023178,            0.090908,           0.0024948,           0.0024948,           0.0024948
                 254,            0.038867,            0.044938,           0.0012659,            0.069511,              0.7189,             0.64445,             0.67222,             0.34527,            0.048272,            0.054859,            0.022538,            0.090257,           0.0024748,           0.0024748,           0.0024748
                 255,             0.03775,             0.04511,           0.0012644,            0.069743,             0.73103,             0.63517,             0.67654,              0.3464,            0.047887,            0.055807,            0.022176,             0.08866,           0.0024552,           0.0024552,           0.0024552
                 256,            0.038052,            0.043759,           0.0011273,            0.068062,             0.70923,              0.6518,             0.67378,             0.34288,            0.046883,             0.05515,            0.020981,            0.086429,            0.002436,            0.002436,            0.002436
                 257,            0.037673,            0.045491,           0.0011575,            0.070036,             0.71668,             0.65952,             0.68229,             0.35587,            0.046867,            0.054622,            0.021589,            0.087486,           0.0024172,           0.0024172,           0.0024172
                 258,            0.037853,            0.045221,           0.0012675,             0.07026,             0.72334,             0.65121,             0.67985,             0.35238,            0.047809,            0.055604,             0.02168,            0.087757,           0.0023987,           0.0023987,           0.0023987
                 259,            0.037568,            0.043392,           0.0011608,            0.068386,             0.69521,             0.68384,             0.67121,              0.3507,            0.046786,             0.05475,            0.020582,            0.088396,           0.0023807,           0.0023807,           0.0023807
                 260,            0.037022,            0.045046,           0.0011493,            0.068822,             0.72135,             0.68285,             0.67708,             0.34789,            0.045693,            0.054034,            0.016085,            0.090417,           0.0023631,           0.0023631,           0.0023631
                 261,            0.036606,            0.045159,           0.0011595,            0.068538,             0.69463,             0.70337,             0.68475,             0.35158,            0.046184,            0.053645,            0.017675,            0.091109,           0.0023458,           0.0023458,           0.0023458
                 262,            0.037567,            0.046748,           0.0011759,            0.070276,             0.72163,             0.66256,             0.68153,              0.3487,            0.046886,             0.05298,            0.019371,            0.091677,            0.002329,            0.002329,            0.002329
                 263,            0.037445,            0.045863,           0.0011872,            0.070092,             0.70775,             0.66248,             0.67069,             0.34465,            0.047099,            0.053712,            0.021178,            0.089835,           0.0023125,           0.0023125,           0.0023125
                 264,            0.037262,            0.044599,            0.001147,            0.068309,              0.7125,             0.66156,              0.6823,             0.35667,            0.047188,            0.055937,            0.025107,            0.088844,           0.0022965,           0.0022965,           0.0022965
                 265,            0.036682,            0.044848,           0.0010434,            0.068109,               0.758,             0.62495,             0.68648,             0.36163,            0.045342,            0.055315,            0.020627,            0.090308,           0.0022809,           0.0022809,           0.0022809
                 266,            0.036913,            0.043778,           0.0012483,            0.068577,             0.76303,             0.63425,             0.69012,             0.35865,            0.046293,             0.05552,            0.015981,            0.093671,           0.0022657,           0.0022657,           0.0022657
                 267,            0.037816,            0.046401,           0.0012728,            0.069423,              0.7062,             0.67365,             0.67724,             0.35068,            0.045484,            0.055089,            0.016957,            0.093673,           0.0022509,           0.0022509,           0.0022509
                 268,            0.037356,             0.04417,           0.0011357,            0.067754,             0.75817,             0.64231,             0.68564,             0.35215,            0.046815,            0.054682,            0.019128,            0.094694,           0.0022365,           0.0022365,           0.0022365
                 269,            0.035649,            0.044664,           0.0010766,            0.068063,             0.67673,              0.7073,             0.69349,             0.35259,             0.04714,            0.055066,             0.02034,            0.094263,           0.0022225,           0.0022225,           0.0022225
                 270,            0.036314,            0.043697,           0.0010871,            0.067412,             0.74511,             0.63741,             0.69128,             0.35308,            0.046576,            0.056015,            0.020261,            0.090846,           0.0022089,           0.0022089,           0.0022089
                 271,            0.037141,            0.043185,           0.0012212,             0.06881,             0.72903,             0.64201,             0.68553,             0.35462,            0.046717,            0.055865,            0.022122,            0.091541,           0.0021958,           0.0021958,           0.0021958
                 272,            0.037248,             0.04505,           0.0010983,            0.068033,              0.7006,             0.65608,             0.67515,             0.34684,            0.047155,            0.054956,            0.019617,            0.092714,            0.002183,            0.002183,            0.002183
                 273,            0.036113,            0.045095,           0.0011764,            0.068055,             0.68727,             0.66424,             0.68258,             0.34815,            0.046435,            0.055145,            0.016113,            0.090937,           0.0021707,           0.0021707,           0.0021707
                 274,            0.036932,            0.044275,           0.0010852,            0.067884,             0.67415,             0.69129,             0.67864,             0.35222,            0.047126,            0.055918,            0.014777,            0.092689,           0.0021588,           0.0021588,           0.0021588
