               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                  10,             0.10387,            0.064433,            0.019306,             0.19037,            0.095987,             0.26512,            0.053073,            0.011266,            0.095277,            0.057169,            0.020331,             0.18334,           0.0025145,           0.0025145,            0.077314
                  11,              0.1041,             0.06437,            0.018922,             0.18873,             0.11292,             0.30632,             0.07612,            0.017338,             0.09888,            0.048966,            0.019769,             0.17597,           0.0027427,           0.0027427,            0.075243
                  12,             0.10915,            0.057241,              0.0187,             0.18605,            0.096009,             0.19063,            0.054871,            0.012264,             0.10201,            0.047472,            0.019402,             0.17143,           0.0029706,           0.0029706,            0.073171
                  13,             0.10584,            0.059718,            0.018323,             0.18398,             0.12109,             0.29467,            0.073917,            0.017983,            0.099249,            0.048733,            0.018883,             0.17049,           0.0031981,           0.0031981,            0.071098
                  14,              0.1101,            0.054277,            0.017895,             0.18129,             0.11795,             0.29844,            0.074612,            0.017741,             0.10403,            0.050774,            0.018491,             0.16356,           0.0034252,           0.0034252,            0.069025
                  15,             0.10617,            0.056993,            0.017208,             0.17866,            0.097062,             0.20848,            0.065677,            0.015674,             0.10779,             0.04033,             0.01681,             0.16115,           0.0036519,           0.0036519,            0.066952
                  16,             0.10465,            0.059752,            0.016206,             0.17667,             0.30967,             0.32249,             0.22348,            0.056651,             0.10144,            0.047417,            0.016188,              0.1612,           0.0038782,           0.0038782,            0.064878
                  17,              0.1119,            0.054236,            0.015338,             0.17362,             0.25347,             0.40653,             0.24755,            0.063847,             0.10358,             0.04587,            0.016477,             0.15593,           0.0041039,           0.0041039,            0.062804
                  18,             0.11186,            0.053256,            0.013928,             0.17054,             0.18686,             0.42013,             0.14339,            0.041508,             0.10516,            0.043846,             0.01434,              0.1603,           0.0043291,           0.0043291,            0.060729
                  19,             0.11228,             0.05204,            0.012803,             0.16705,             0.16218,             0.24828,             0.10855,            0.027414,             0.11748,            0.035609,             0.01355,             0.15044,           0.0045538,           0.0045538,            0.058654
                  20,             0.11408,            0.051001,            0.012143,             0.16397,             0.33268,             0.34392,             0.27754,            0.087678,             0.11032,            0.041569,            0.014846,             0.14094,           0.0047779,           0.0047779,            0.056578
                  21,             0.11054,            0.055418,             0.01118,             0.16092,             0.33835,             0.44445,             0.29594,            0.090582,             0.11152,            0.036733,            0.011226,             0.14125,           0.0050014,           0.0050014,            0.054501
                  22,             0.11269,            0.050901,            0.010876,             0.15847,             0.28631,             0.30965,             0.18927,               0.041,             0.11278,            0.037699,            0.012623,              0.1327,           0.0052242,           0.0052242,            0.052424
                  23,             0.11018,            0.053994,            0.010539,             0.15535,             0.35758,             0.35544,              0.2529,             0.07181,            0.096512,            0.046006,            0.013137,             0.13364,           0.0054464,           0.0054464,            0.050346
                  24,             0.11384,            0.050308,            0.010078,              0.1517,             0.37021,              0.3818,              0.2976,             0.09313,             0.10037,            0.043352,            0.017247,             0.13067,           0.0056679,           0.0056679,            0.048268
                  25,             0.10931,            0.052472,            0.010012,             0.14965,             0.25274,             0.32218,             0.17848,            0.039703,             0.10461,            0.043324,            0.010389,             0.12262,           0.0058886,           0.0058886,            0.046189
                  26,             0.10289,            0.058134,           0.0095807,             0.14907,               0.183,             0.24686,             0.12567,            0.031845,             0.12086,            0.032691,            0.011385,             0.12009,           0.0061086,           0.0061086,            0.044109
                  27,             0.10387,            0.058579,           0.0095523,             0.14687,               0.421,             0.37317,             0.30592,            0.087448,            0.096435,            0.045667,            0.011325,             0.12302,           0.0063279,           0.0063279,            0.042028
                  28,             0.10238,            0.061139,            0.009221,             0.14567,              0.3324,             0.48159,             0.30217,            0.091967,             0.10463,            0.041569,            0.010815,             0.12684,           0.0065463,           0.0065463,            0.039946
                  29,             0.10959,            0.053579,           0.0089107,             0.14202,             0.40926,             0.41915,             0.35825,             0.10353,             0.10171,            0.047139,            0.012351,              0.1183,           0.0067639,           0.0067639,            0.037864
                  30,             0.10992,            0.052393,           0.0089448,             0.13994,             0.40993,             0.37481,              0.3102,            0.082392,             0.10212,            0.040553,            0.011603,             0.12266,           0.0069806,           0.0069806,            0.035781
                  31,              0.1093,            0.052105,           0.0085454,             0.13965,             0.40358,             0.39323,             0.31704,             0.10597,             0.10167,            0.041917,            0.013898,               0.114,           0.0071964,           0.0071964,            0.033696
                  32,             0.10889,            0.052809,           0.0086583,             0.13705,             0.48453,             0.35874,              0.3321,             0.10452,             0.10052,            0.043473,            0.013656,             0.12257,           0.0074113,           0.0074113,            0.031611
                  33,             0.10903,            0.050312,            0.008291,             0.13565,             0.36969,             0.46083,             0.33065,            0.086794,              0.1015,            0.041052,            0.010672,             0.11802,           0.0076253,           0.0076253,            0.029525
                  34,             0.10993,            0.050089,           0.0082287,             0.13498,             0.35586,             0.38145,             0.30192,            0.081859,             0.11846,            0.030066,            0.010118,             0.11851,           0.0078383,           0.0078383,            0.027438
                  35,             0.10932,            0.050546,           0.0082441,             0.13269,             0.39365,             0.38187,             0.31388,             0.10518,             0.11217,            0.034507,             0.01539,             0.11112,           0.0080503,           0.0080503,             0.02535
                  36,             0.10804,            0.051528,           0.0081303,             0.13113,             0.16871,               0.255,             0.11176,            0.028502,              0.1136,            0.042096,            0.011781,             0.11131,           0.0082612,           0.0082612,            0.023261
                  37,             0.10917,            0.051145,            0.007772,             0.13053,             0.37898,             0.36714,             0.29257,            0.083619,             0.10532,            0.046082,           0.0091922,             0.11346,           0.0084711,           0.0084711,            0.021171
                  38,             0.10678,            0.055356,           0.0081994,             0.12998,             0.28929,             0.24657,             0.16514,            0.047238,            0.099076,            0.048323,            0.018604,             0.11195,             0.00868,             0.00868,             0.01908
                  39,             0.10522,            0.052141,           0.0083982,             0.12943,             0.42555,             0.35428,             0.30298,             0.09183,             0.10029,            0.045893,            0.014302,             0.12183,           0.0088877,           0.0088877,            0.016988
                  40,             0.10391,            0.056296,           0.0084643,             0.13021,             0.41745,             0.48723,             0.34622,            0.094943,            0.087413,            0.053102,            0.013277,             0.11589,           0.0090942,           0.0090942,            0.014894
                  41,             0.10294,            0.055721,           0.0074544,              0.1284,             0.35242,              0.4132,             0.27081,            0.085955,            0.093881,            0.045062,            0.011133,             0.10579,           0.0092997,           0.0092997,              0.0128
                  42,             0.10451,            0.055611,           0.0074569,             0.12691,             0.30473,             0.32669,             0.23594,            0.065174,             0.10676,            0.041499,            0.012475,             0.11294,           0.0095039,           0.0095039,            0.010704
                  43,             0.10305,            0.054526,           0.0075503,             0.12537,             0.24796,             0.32962,             0.18587,            0.047209,             0.11155,            0.039191,            0.013035,             0.10802,           0.0096013,           0.0096013,           0.0096013
                  44,             0.10257,            0.055228,           0.0076376,             0.12632,             0.29079,             0.41178,             0.26155,            0.078178,              0.0955,            0.052955,            0.017465,             0.11517,           0.0096013,           0.0096013,           0.0096013
                  45,             0.10069,            0.056148,           0.0075635,             0.12549,             0.37438,             0.44788,             0.35279,             0.11721,            0.088945,            0.047631,            0.016138,             0.11315,           0.0095828,           0.0095828,           0.0095828
                  46,             0.10111,              0.0552,           0.0071156,              0.1248,              0.3476,             0.43123,             0.31295,            0.094464,            0.098547,            0.045235,             0.01047,             0.10384,            0.009564,            0.009564,            0.009564
                  47,            0.099623,            0.056186,           0.0070013,             0.12496,             0.45326,               0.382,             0.34945,             0.10903,            0.095926,            0.044142,            0.012353,             0.10913,           0.0095448,           0.0095448,           0.0095448
                  48,             0.10061,            0.053053,           0.0072103,             0.12346,             0.41496,             0.56066,             0.45206,             0.16248,            0.090153,            0.044103,            0.011736,             0.10836,           0.0095252,           0.0095252,           0.0095252
                  49,             0.10102,            0.054526,           0.0071833,             0.12228,             0.60841,             0.51512,             0.52631,             0.20193,            0.088309,            0.046559,           0.0090964,             0.10993,           0.0095052,           0.0095052,           0.0095052
                  50,            0.098734,            0.054507,           0.0068874,             0.12244,              0.3756,             0.40278,             0.30193,            0.090371,            0.098841,            0.040673,            0.013924,             0.10881,           0.0094849,           0.0094849,           0.0094849
                  51,            0.098108,            0.056408,           0.0067951,             0.12144,             0.58202,             0.41198,             0.45669,             0.16664,            0.090154,            0.045987,             0.01323,             0.10606,           0.0094641,           0.0094641,           0.0094641
                  52,            0.096628,            0.058366,           0.0065185,             0.12116,             0.59905,             0.46304,              0.4926,             0.18875,            0.083358,            0.050391,            0.011759,             0.10624,            0.009443,            0.009443,            0.009443
                  53,            0.096682,            0.057402,           0.0066737,             0.12092,             0.62403,             0.46793,             0.49376,             0.18721,            0.089128,            0.045003,            0.010798,             0.10515,           0.0094215,           0.0094215,           0.0094215
                  54,             0.09742,            0.056128,           0.0064635,              0.1202,             0.53437,             0.54432,             0.48667,             0.17766,            0.088123,            0.045703,            0.010689,             0.10772,           0.0093996,           0.0093996,           0.0093996
                  55,            0.097127,            0.053264,           0.0062708,             0.11943,             0.45671,             0.51007,             0.43658,             0.17149,            0.088698,            0.044219,           0.0096325,             0.10997,           0.0093773,           0.0093773,           0.0093773
                  56,            0.095753,            0.054639,           0.0058917,             0.11892,             0.59112,             0.54375,             0.50807,             0.18571,            0.087091,            0.044727,             0.01047,             0.10539,           0.0093547,           0.0093547,           0.0093547
                  57,            0.094588,            0.056089,           0.0064021,             0.11966,             0.55321,             0.47515,             0.45915,             0.16714,              0.0866,            0.051617,            0.012996,             0.09991,           0.0093317,           0.0093317,           0.0093317
                  58,            0.093085,            0.055687,           0.0059856,             0.11942,               0.461,             0.52296,              0.4532,             0.15995,            0.088067,            0.045532,           0.0097382,             0.10739,           0.0093083,           0.0093083,           0.0093083
                  59,            0.093275,            0.058857,           0.0062585,             0.11926,              0.5125,             0.39016,             0.39335,             0.12167,             0.09612,            0.043692,              0.0107,            0.098769,           0.0092846,           0.0092846,           0.0092846
                  60,            0.091964,            0.056654,           0.0055763,             0.11874,             0.59693,              0.5603,             0.52544,               0.182,            0.082295,            0.047039,           0.0082842,             0.10517,           0.0092605,           0.0092605,           0.0092605
                  61,            0.093266,            0.057146,           0.0057937,             0.11824,             0.65335,             0.51297,             0.53902,             0.20335,             0.08499,            0.046807,           0.0099922,             0.10276,           0.0092361,           0.0092361,           0.0092361
                  62,            0.091716,            0.055104,           0.0055542,             0.11661,             0.61676,             0.48618,             0.50143,             0.17631,            0.084855,            0.046242,           0.0090496,             0.10188,           0.0092113,           0.0092113,           0.0092113
                  63,            0.092393,            0.057772,           0.0053521,             0.11623,             0.51591,             0.56278,             0.49573,             0.18247,            0.085111,            0.046316,           0.0096376,             0.10708,           0.0091861,           0.0091861,           0.0091861
                  64,             0.09137,            0.056494,           0.0055252,             0.11651,             0.58126,             0.58988,             0.52037,             0.20331,            0.085416,            0.046484,           0.0099865,             0.10424,           0.0091606,           0.0091606,           0.0091606
                  65,             0.09059,            0.057017,           0.0052962,             0.11584,             0.65182,             0.56436,             0.57262,             0.21858,            0.083892,            0.045834,            0.008618,            0.097206,           0.0091348,           0.0091348,           0.0091348
                  66,             0.09088,            0.057743,             0.00545,             0.11696,             0.55482,             0.57368,             0.52805,             0.18284,            0.080322,            0.048326,            0.010032,             0.10484,           0.0091086,           0.0091086,           0.0091086
                  67,            0.090515,            0.056732,            0.005422,             0.11524,             0.54501,             0.55805,             0.52603,             0.21262,            0.083854,            0.047837,            0.013101,             0.09934,           0.0090821,           0.0090821,           0.0090821
                  68,            0.090253,            0.056088,           0.0052028,             0.11621,             0.68942,             0.58378,             0.59169,             0.25466,            0.079731,            0.046926,            0.010403,             0.09936,           0.0090552,           0.0090552,           0.0090552
                  69,            0.089482,            0.058205,           0.0053181,             0.11509,             0.64113,             0.58364,             0.58529,             0.24416,            0.074828,            0.047683,            0.009578,             0.10944,            0.009028,            0.009028,            0.009028
                  70,            0.090156,            0.055316,            0.005057,             0.11395,             0.51884,             0.47751,             0.46748,             0.16483,            0.083346,             0.04827,            0.013021,             0.10444,           0.0090004,           0.0090004,           0.0090004
                  71,            0.089296,            0.057114,           0.0048685,             0.11429,             0.63772,             0.45003,             0.47762,             0.17621,            0.083784,            0.047567,            0.012985,             0.10442,           0.0089726,           0.0089726,           0.0089726
                  72,            0.088705,            0.054986,           0.0046477,             0.11273,             0.62085,             0.54718,             0.54452,             0.23339,            0.075802,            0.049537,             0.01545,             0.09778,           0.0089444,           0.0089444,           0.0089444
                  73,            0.088499,            0.056591,           0.0048991,             0.11405,             0.51038,             0.61237,             0.48628,             0.18733,            0.080953,            0.052106,           0.0098239,             0.10168,           0.0089159,           0.0089159,           0.0089159
                  74,            0.088504,            0.056941,           0.0051425,             0.11357,              0.5461,             0.58348,             0.53784,             0.19613,            0.078576,             0.04718,            0.010975,              0.1025,            0.008887,            0.008887,            0.008887
                  75,            0.088132,            0.056657,           0.0046959,             0.11294,             0.61064,             0.56039,             0.54214,             0.20065,            0.080264,            0.047661,             0.01064,             0.10055,           0.0088579,           0.0088579,           0.0088579
                  76,            0.087874,            0.056822,           0.0047947,             0.11321,             0.59607,             0.52649,             0.52326,             0.17718,            0.079831,            0.047931,             0.01245,             0.10307,           0.0088284,           0.0088284,           0.0088284
                  77,            0.087584,            0.056975,           0.0047226,             0.11358,             0.61232,             0.57072,             0.55435,             0.21361,            0.077391,            0.048514,           0.0096751,              0.1062,           0.0087987,           0.0087987,           0.0087987
                  78,            0.086543,            0.057418,           0.0047701,             0.11259,             0.64136,             0.62739,             0.61813,              0.2518,            0.078661,            0.046394,           0.0094704,            0.097711,           0.0087686,           0.0087686,           0.0087686
                  79,            0.087125,             0.05688,           0.0047111,             0.11217,             0.63989,             0.56952,              0.5521,             0.18988,            0.078302,            0.048133,             0.01216,             0.10471,           0.0087382,           0.0087382,           0.0087382
                  80,            0.086787,            0.057625,           0.0046929,             0.11245,             0.62802,             0.60655,             0.59455,             0.24071,            0.080331,            0.047915,            0.010789,            0.098115,           0.0087075,           0.0087075,           0.0087075
                  81,             0.08699,            0.055704,           0.0048027,             0.11122,             0.63501,             0.57925,             0.55697,             0.23813,            0.076028,            0.048629,             0.01013,             0.10057,           0.0086765,           0.0086765,           0.0086765
                  82,            0.086567,            0.053704,           0.0043859,             0.11163,             0.59675,               0.547,              0.5299,             0.20533,            0.081449,            0.046031,            0.012282,             0.10418,           0.0086452,           0.0086452,           0.0086452
                  83,            0.087382,             0.05496,           0.0045735,             0.11155,             0.61907,             0.54135,             0.54115,             0.20546,            0.082529,             0.04528,            0.012635,             0.10625,           0.0086137,           0.0086137,           0.0086137
                  84,            0.086825,            0.055547,           0.0044946,             0.11059,             0.62228,             0.58763,             0.58625,             0.26073,            0.075159,            0.047739,            0.010651,             0.10023,           0.0085818,           0.0085818,           0.0085818
                  85,            0.086594,            0.057201,           0.0046441,              0.1116,              0.6279,             0.58966,             0.57465,             0.25306,            0.076466,            0.047578,            0.010111,             0.10589,           0.0085497,           0.0085497,           0.0085497
                  86,            0.085441,            0.057246,           0.0046715,             0.11103,             0.62013,             0.59684,             0.59239,             0.22943,             0.07938,            0.046914,            0.011041,             0.10403,           0.0085173,           0.0085173,           0.0085173
                  87,            0.086254,            0.055631,           0.0043797,              0.1105,              0.6002,             0.51483,             0.51807,              0.2101,              0.0791,            0.047762,            0.016369,              0.1059,           0.0084846,           0.0084846,           0.0084846
                  88,            0.085545,            0.056287,           0.0046382,             0.11158,             0.67123,             0.60286,             0.61544,             0.25989,            0.076552,            0.047336,            0.011156,            0.094698,           0.0084516,           0.0084516,           0.0084516
                  89,             0.08501,            0.054444,           0.0042185,             0.10882,             0.58228,             0.57074,             0.52583,             0.21941,            0.077865,            0.049469,            0.012941,            0.095457,           0.0084184,           0.0084184,           0.0084184
                  90,            0.084959,            0.055592,           0.0044642,             0.11036,              0.6349,             0.52376,             0.52019,             0.23352,            0.073522,            0.050621,            0.014614,            0.093756,           0.0083849,           0.0083849,           0.0083849
                  91,             0.08464,            0.055108,           0.0040324,             0.10898,             0.62873,             0.65393,             0.61682,             0.26345,            0.074245,             0.04807,           0.0098563,            0.094779,           0.0083511,           0.0083511,           0.0083511
                  92,            0.084128,            0.057312,           0.0041656,             0.10952,             0.55434,             0.53859,             0.50761,             0.19949,            0.082012,            0.046422,            0.010043,             0.10185,           0.0083171,           0.0083171,           0.0083171
                  93,            0.085121,            0.058057,            0.004617,             0.10929,             0.63049,             0.59676,             0.58365,             0.25246,            0.076708,            0.048827,           0.0090551,             0.10207,           0.0082829,           0.0082829,           0.0082829
                  94,            0.084846,            0.056417,           0.0040132,             0.10826,             0.55822,             0.62925,             0.58501,             0.22945,            0.075915,            0.050037,            0.012918,            0.097173,           0.0082483,           0.0082483,           0.0082483
                  95,            0.083887,            0.057387,           0.0041442,             0.10921,              0.6411,             0.64471,              0.6201,             0.26641,            0.077399,            0.047457,           0.0090928,            0.095319,           0.0082136,           0.0082136,           0.0082136
                  96,            0.083355,            0.056677,            0.004131,             0.10848,             0.66826,             0.55746,             0.57853,             0.20233,            0.078825,            0.048536,            0.010897,             0.10012,           0.0081786,           0.0081786,           0.0081786
                  97,            0.083716,             0.05713,           0.0042715,             0.10981,             0.66616,             0.56226,             0.57445,             0.21763,            0.078144,            0.047508,             0.01338,            0.096943,           0.0081433,           0.0081433,           0.0081433
                  98,            0.081934,            0.057736,           0.0041208,             0.10733,             0.65043,             0.59376,             0.60668,             0.26375,            0.078432,            0.046365,            0.009784,             0.09842,           0.0081078,           0.0081078,           0.0081078
                  99,            0.079075,              0.0581,           0.0041073,             0.10784,             0.69943,             0.59211,             0.61748,             0.25342,            0.070077,             0.05451,           0.0089875,            0.096385,           0.0080721,           0.0080721,           0.0080721
                 100,             0.07221,            0.062475,           0.0039489,             0.10794,             0.66958,             0.55568,             0.59791,             0.23532,            0.063429,            0.054186,           0.0095915,            0.099774,           0.0080362,           0.0080362,           0.0080362
                 101,            0.070868,             0.06444,           0.0040173,             0.10956,             0.66019,             0.53683,             0.56163,             0.22012,            0.059537,            0.054072,             0.01153,             0.10079,               0.008,               0.008,               0.008
                 102,            0.069751,            0.061583,            0.004073,             0.10896,             0.66307,             0.62495,             0.60769,             0.26102,            0.056014,            0.055302,           0.0087633,             0.10101,           0.0079636,           0.0079636,           0.0079636
                 103,            0.068635,            0.061777,           0.0037678,             0.10785,             0.64568,             0.62706,             0.60072,             0.26893,            0.054704,            0.055406,            0.009882,             0.10047,            0.007927,            0.007927,            0.007927
                 104,            0.068325,            0.064689,           0.0041495,             0.10798,             0.63733,             0.58208,             0.57926,             0.23448,             0.05476,            0.057273,            0.010044,              0.1033,           0.0078902,           0.0078902,           0.0078902
                 105,            0.067896,            0.063278,           0.0036963,             0.10787,             0.64866,             0.58069,             0.58845,              0.2535,            0.060994,            0.055037,             0.01109,            0.099992,           0.0078532,           0.0078532,           0.0078532
                 106,            0.066662,            0.063648,           0.0040582,             0.10847,             0.63432,              0.6083,             0.58854,             0.23126,             0.05498,            0.055791,           0.0085344,             0.10264,            0.007816,            0.007816,            0.007816
                 107,            0.066253,            0.061712,           0.0039353,              0.1077,             0.61326,             0.63129,             0.59074,             0.24614,            0.054029,            0.057342,            0.010067,            0.099343,           0.0077785,           0.0077785,           0.0077785
                 108,            0.068062,            0.061766,           0.0038794,             0.10689,             0.59957,             0.53838,             0.52707,              0.1908,            0.064123,             0.05443,           0.0098487,             0.11206,           0.0077409,           0.0077409,           0.0077409
                 109,            0.064832,            0.062995,           0.0037911,             0.10643,              0.6153,             0.58209,             0.57926,             0.22389,            0.057378,            0.058123,            0.012139,             0.10163,           0.0077031,           0.0077031,           0.0077031
                 110,            0.064988,            0.062171,           0.0037731,             0.10676,             0.60937,             0.62584,             0.57965,             0.24751,            0.055151,             0.05684,            0.011183,            0.098167,           0.0076651,           0.0076651,           0.0076651
                 111,            0.065456,            0.061786,           0.0036569,             0.10565,             0.61808,              0.6244,             0.61181,             0.28011,            0.053116,            0.055985,           0.0095644,            0.096235,           0.0076269,           0.0076269,           0.0076269
                 112,            0.066408,             0.06463,            0.003883,             0.10637,             0.59919,             0.62564,             0.59323,             0.24947,            0.054175,            0.055051,            0.008666,            0.099347,           0.0075886,           0.0075886,           0.0075886
                 113,            0.063947,            0.062396,           0.0035056,             0.10673,             0.67046,             0.57471,             0.57238,             0.25209,            0.049512,            0.056374,            0.011623,             0.09938,           0.0075501,           0.0075501,           0.0075501
                 114,            0.064319,            0.062208,           0.0036947,             0.10588,             0.66477,             0.60315,             0.58773,             0.23823,            0.052714,            0.055019,            0.012031,             0.09383,           0.0075114,           0.0075114,           0.0075114
                 115,             0.06397,            0.062525,           0.0038622,             0.10629,             0.64384,             0.59763,              0.6068,             0.27274,             0.05294,            0.056683,            0.010354,            0.096256,           0.0074725,           0.0074725,           0.0074725
                 116,            0.063563,            0.062201,           0.0036094,             0.10524,             0.62949,             0.59186,              0.5847,             0.25679,            0.053654,             0.05592,             0.01413,            0.097061,           0.0074335,           0.0074335,           0.0074335
                 117,            0.063366,            0.062483,           0.0036318,             0.10443,             0.66239,             0.62661,             0.61769,             0.27465,            0.051826,            0.056067,            0.011926,            0.095538,           0.0073943,           0.0073943,           0.0073943
                 118,            0.061733,            0.063816,           0.0037532,             0.10608,             0.68606,             0.56039,             0.58814,             0.26331,            0.055321,            0.055888,            0.012676,            0.095588,            0.007355,            0.007355,            0.007355
                 119,            0.062818,            0.061142,           0.0037708,             0.10426,             0.69955,             0.56625,             0.59568,             0.25188,            0.053377,            0.056024,            0.010761,            0.097239,           0.0073155,           0.0073155,           0.0073155
                 120,            0.063658,            0.063571,           0.0038049,             0.10528,             0.66352,             0.56833,             0.58265,             0.24371,            0.051774,            0.057248,            0.010422,            0.097114,           0.0072758,           0.0072758,           0.0072758
                 121,            0.062008,            0.063371,           0.0036838,              0.1053,             0.64424,             0.59057,             0.57851,             0.24346,             0.05275,            0.056384,            0.011232,            0.098181,           0.0072361,           0.0072361,           0.0072361
                 122,             0.06202,            0.065026,           0.0037372,             0.10565,             0.64514,             0.53792,              0.5545,             0.25478,            0.054491,             0.05812,            0.014429,            0.097303,           0.0071962,           0.0071962,           0.0071962
                 123,            0.062261,            0.063406,           0.0036846,             0.10537,             0.66749,             0.51227,             0.55026,             0.24495,            0.058563,            0.055556,            0.015261,            0.095511,           0.0071561,           0.0071561,           0.0071561
                 124,            0.061966,             0.06135,           0.0035129,             0.10318,             0.57778,             0.61465,             0.55949,             0.23239,            0.053882,            0.056323,            0.010118,             0.09698,            0.007116,            0.007116,            0.007116
                 125,            0.062203,            0.063014,           0.0035996,             0.10408,             0.69319,             0.57142,             0.60258,             0.27737,            0.048161,             0.05649,             0.01007,            0.094367,           0.0070757,           0.0070757,           0.0070757
                 126,             0.06076,             0.06269,            0.003621,             0.10444,             0.66976,             0.56734,             0.58689,             0.27017,            0.052011,            0.059402,           0.0095672,            0.094768,           0.0070353,           0.0070353,           0.0070353
                 127,            0.060012,             0.06163,           0.0035243,             0.10193,             0.62652,              0.5892,             0.58447,             0.26852,            0.050215,            0.056153,            0.013793,            0.094529,           0.0069948,           0.0069948,           0.0069948
                 128,            0.060521,            0.062043,           0.0032553,             0.10295,             0.56385,             0.64121,             0.56986,             0.22682,            0.054117,            0.056288,            0.011464,             0.10062,           0.0069541,           0.0069541,           0.0069541
                 129,            0.060551,            0.061813,           0.0033281,             0.10305,             0.62513,             0.60632,             0.58369,             0.24974,            0.051203,            0.058671,            0.011588,             0.10259,           0.0069134,           0.0069134,           0.0069134
                 130,            0.060139,            0.064555,           0.0034785,             0.10215,              0.6842,             0.60874,              0.6102,             0.27463,            0.051949,            0.055669,           0.0084478,            0.095592,           0.0068726,           0.0068726,           0.0068726
                 131,            0.060706,            0.062718,           0.0034828,             0.10223,             0.66494,             0.58778,             0.60852,             0.26804,            0.049839,            0.056098,           0.0095782,            0.098288,           0.0068316,           0.0068316,           0.0068316
                 132,            0.059071,            0.063506,           0.0034602,             0.10322,             0.67236,             0.59492,             0.59793,             0.26673,            0.049621,            0.055603,            0.010175,            0.096408,           0.0067906,           0.0067906,           0.0067906
                 133,             0.06097,            0.062793,           0.0034487,             0.10203,             0.64765,             0.61993,             0.59539,             0.26035,            0.049638,            0.058861,           0.0086486,             0.10532,           0.0067495,           0.0067495,           0.0067495
                 134,            0.058948,            0.061015,           0.0028752,             0.10156,             0.70051,             0.60429,             0.58796,             0.25786,            0.052202,            0.056737,            0.010323,            0.096186,           0.0067083,           0.0067083,           0.0067083
                 135,            0.059316,            0.063052,           0.0034279,              0.1024,             0.69035,             0.57272,             0.60616,             0.26418,            0.050211,            0.057122,            0.011904,            0.099948,           0.0066671,           0.0066671,           0.0066671
                 136,            0.058485,            0.062719,           0.0033643,             0.10064,             0.63967,             0.64034,             0.60844,             0.27643,            0.049107,            0.058454,           0.0097223,            0.094326,           0.0066257,           0.0066257,           0.0066257
                 137,            0.058466,            0.061482,           0.0032296,             0.10248,             0.68367,              0.5652,             0.58981,             0.25218,            0.053182,            0.056336,            0.011272,             0.10385,           0.0065843,           0.0065843,           0.0065843
                 138,            0.058775,              0.0635,           0.0034316,             0.10182,             0.64624,             0.63895,             0.62428,             0.26408,            0.050749,            0.056904,           0.0092199,            0.098073,           0.0065429,           0.0065429,           0.0065429
                 139,            0.057248,            0.061589,           0.0034624,             0.10187,              0.6633,             0.61906,             0.60354,             0.28017,            0.049402,            0.058435,            0.010057,            0.095118,           0.0065013,           0.0065013,           0.0065013
